AmountOfGivenCredit,Gender,Education,MaritalStatus,Age,RepaymentStatus,AmountOfBillStatement,AmountOfPreviousPayment,Outcome
60000,Female,University,Married,42,-1,631,2790,0
360000,Male,University,Single,38,-1,108351,8005,0
390000,Female,Graduate School,Single,45,2,834,1,0
250000,Female,High School,Single,35,-2,7244,8514,0
90000,Female,Graduate School,Single,24,0,13141,1600,1
360000,Male,Graduate School,Single,28,-1,7071,1510,0
50000,Male,High School,Single,26,0,35429,1537,0
270000,Female,Graduate School,Married,40,0,18751,1000,0
200000,Female,Graduate School,Single,29,1,55788,8394,0
50000,Female,University,Single,23,0,49809,2040,0
350000,Male,Graduate School,Single,33,-1,10900,10530,0
160000,Female,University,Single,60,-2,3128,5156,1
80000,Female,High School,Married,49,-1,3367,4641,0
290000,Male,Graduate School,Married,53,2,279610,13000,1
270000,Female,Graduate School,Single,28,-1,475,475,0
80000,Male,Graduate School,Single,31,-1,5994,13647,0
50000,Male,University,Single,36,0,5197,1300,0
30000,Male,University,Married,35,-2,7797,2687,0
30000,Male,University,Single,28,1,0,780,1
90000,Male,University,Single,33,-1,35785,15155,0
160000,Male,Graduate School,Single,26,-1,1433,3757,0
80000,Female,High School,Single,53,0,77766,4000,0
50000,Male,University,Single,42,0,50300,2200,0
20000,Female,Graduate School,Single,25,0,14603,1600,0
220000,Male,Graduate School,Married,43,1,0,0,1
210000,Male,High School,Single,25,-1,8817,23776,1
130000,Female,University,Single,29,0,131575,6700,0
260000,Female,University,Married,31,-1,5841,23194,0
230000,Female,Graduate School,Married,30,0,30341,5000,0
160000,Male,Graduate School,Single,34,0,83255,4000,0
50000,Male,Graduate School,Married,35,0,34976,1127,0
80000,Male,University,Married,32,0,48747,2145,0
110000,Male,High School,Single,46,0,56700,2681,0
200000,Male,Graduate School,Married,43,0,144678,5090,0
360000,Male,University,Single,29,0,268112,9429,0
210000,Female,High School,Single,31,1,0,0,0
80000,Female,University,Single,24,2,79243,3249,0
300000,Female,University,Married,36,-1,-475,10000,1
310000,Female,University,Married,43,0,23396,1426,0
30000,Male,High School,Married,59,-1,390,390,1
170000,Male,Graduate School,Married,53,0,17862,1323,0
140000,Female,University,Single,28,2,26450,3007,0
180000,Female,University,Single,31,1,0,0,0
50000,Male,Graduate School,Single,34,1,22746,0,0
50000,Female,University,Married,36,0,9214,1351,0
110000,Female,Graduate School,Single,24,0,40882,2000,0
450000,Female,High School,Married,36,-2,3996,9120,0
200000,Female,University,Married,34,-1,390,390,0
220000,Male,Graduate School,Single,43,0,44177,1006,0
360000,Female,Graduate School,Single,29,0,3280,0,1
50000,Male,University,Married,37,0,48226,2000,0
40000,Male,University,Single,23,2,36650,0,0
190000,Female,University,Married,37,1,115049,6000,0
150000,Male,Graduate School,Single,33,0,21724,2100,0
200000,Female,Graduate School,Married,37,1,0,0,0
270000,Female,University,Married,56,0,137807,5000,0
60000,Male,Graduate School,Single,25,0,58839,2018,0
200000,Female,University,Married,39,0,80833,3315,0
150000,Female,University,Married,39,0,36146,3000,0
180000,Female,University,Single,28,-1,340,0,0
90000,Female,Graduate School,Single,27,0,7624,0,0
360000,Female,University,Married,37,1,0,0,0
90000,Female,Graduate School,Single,24,-1,491,0,0
20000,Female,University,Single,24,0,13168,1237,0
70000,Male,Graduate School,Married,46,0,60040,2600,0
230000,Male,Graduate School,Married,39,-1,660,660,0
30000,Male,High School,Married,48,0,29434,1465,0
200000,Female,High School,Others,45,-1,4430,7193,0
100000,Male,High School,Single,49,-1,1440,0,0
50000,Female,University,Single,23,0,26795,2000,0
20000,Female,High School,Married,25,0,16591,1155,0
210000,Female,University,Married,47,-2,0,0,0
110000,Male,High School,Married,56,0,46486,4086,0
20000,Female,High School,Married,44,-1,550,228,0
50000,Female,High School,Married,49,0,5630,1107,0
50000,Male,University,Married,41,0,21986,1362,0
400000,Female,Graduate School,Single,40,-1,60125,1981,0
170000,Male,University,Single,31,0,56364,3000,0
280000,Male,University,Married,42,0,148363,6900,0
130000,Female,High School,Married,28,0,100143,2500,0
210000,Female,University,Single,32,0,46255,5000,0
370000,Male,University,Single,28,0,276436,20000,0
30000,Female,University,Married,31,0,29493,3200,0
150000,Male,High School,Single,39,1,214450,5180,0
60000,Male,High School,Married,31,2,35369,1027,1
80000,Female,University,Single,24,0,77615,3100,0
280000,Female,University,Married,44,2,186149,0,1
20000,Female,University,Single,46,8,21075,0,0
270000,Male,Graduate School,Single,32,-2,0,0,0
240000,Female,University,Single,26,0,14348,1000,0
20000,Female,Graduate School,Single,22,0,20137,1300,0
450000,Female,Graduate School,Married,42,1,-200,0,1
10000,Male,University,Single,33,0,8177,2500,0
280000,Male,University,Married,39,-2,2082,3597,1
290000,Female,High School,Single,27,0,13820,2000,0
190000,Female,Graduate School,Single,28,0,46923,2500,1
80000,Female,Graduate School,Single,23,0,53261,4500,0
280000,Female,University,Single,28,-1,427,0,0
160000,Female,Graduate School,Married,33,-2,14150,8106,0
90000,Male,University,Married,40,0,42856,3114,1
140000,Female,Graduate School,Single,37,-1,1034,40000,0
50000,Male,Graduate School,Single,22,0,5137,1300,0
40000,Female,University,Married,32,0,24114,2000,0
130000,Female,High School,Married,43,0,130067,5540,0
70000,Female,High School,Married,27,0,61611,3011,0
30000,Female,University,Married,35,0,25078,1500,0
100000,Female,High School,Married,35,1,97002,8200,0
20000,Female,Graduate School,Married,30,2,5766,2000,1
30000,Female,University,Single,34,2,99568,33000,0
20000,Male,University,Married,34,0,12857,1541,1
100000,Female,Graduate School,Single,28,2,96193,3600,1
30000,Male,University,Single,25,2,2400,0,1
320000,Female,Graduate School,Married,41,0,97797,4520,0
90000,Male,High School,Single,42,2,64762,0,1
190000,Male,University,Single,40,2,145613,15000,1
200000,Male,Graduate School,Single,28,0,71989,52129,0
300000,Female,University,Single,31,-1,3345,1087,0
30000,Female,Graduate School,Single,56,-1,29033,1283,0
110000,Female,University,Others,45,0,26650,1532,0
230000,Female,Graduate School,Single,29,-2,0,0,0
230000,Female,Graduate School,Married,35,0,4259,1250,0
310000,Female,University,Single,28,0,106468,8000,0
320000,Male,Graduate School,Married,40,0,247276,10000,0
360000,Male,Graduate School,Married,47,-1,1548,0,0
20000,Female,High School,Married,41,-1,780,0,1
170000,Female,University,Single,27,0,162671,7500,0
140000,Male,Graduate School,Married,40,0,123049,4310,0
80000,Male,University,Single,32,0,51372,1853,0
150000,Male,University,Single,35,0,60015,20000,0
170000,Male,University,Single,27,-1,1170,0,0
200000,Female,University,Married,29,2,159398,6163,1
70000,Male,Graduate School,Single,30,0,55664,5800,0
320000,Male,University,Married,37,-2,43528,500,0
150000,Female,Graduate School,Single,29,-2,0,0,0
50000,Female,Graduate School,Married,34,0,27966,1267,0
90000,Female,University,Single,34,-1,8792,0,0
280000,Male,Graduate School,Married,41,-2,28026,41346,0
300000,Female,Graduate School,Single,31,0,43610,1655,0
400000,Female,University,Single,40,-2,0,8235,0
200000,Female,Graduate School,Married,27,-1,5780,105,0
10000,Female,High School,Single,22,0,8109,2000,1
50000,Female,University,Others,30,1,52515,0,1
30000,Female,University,Others,22,1,22582,4600,0
50000,Male,Graduate School,Single,26,-1,15448,1500,1
50000,Male,University,Married,38,1,58102,2500,0
30000,Female,High School,Married,46,1,12289,0,0
20000,Male,University,Single,24,0,10476,1000,0
20000,Male,University,Single,49,0,16326,1441,0
50000,Male,Graduate School,Others,49,0,17681,1611,0
30000,Female,University,Married,42,0,47912,1755,0
360000,Female,Graduate School,Married,30,1,18886,0,0
170000,Male,University,Married,42,1,0,1690,0
400000,Female,Graduate School,Single,31,-2,203,770,0
50000,Female,University,Married,49,0,34962,1613,0
160000,Female,University,Single,27,0,80964,4000,0
70000,Female,University,Married,33,0,69418,2382,1
150000,Female,Graduate School,Married,35,1,0,0,0
80000,Female,University,Single,48,0,45174,3000,0
30000,Female,University,Single,22,0,23892,5300,0
10000,Male,University,Single,22,0,7960,2000,1
180000,Female,Graduate School,Single,27,1,0,3338,0
320000,Male,Graduate School,Married,47,-1,9192,13942,0
80000,Female,University,Single,34,0,25935,2000,0
10000,Male,University,Married,45,0,7139,1400,1
360000,Female,University,Single,39,-1,12865,4484,0
450000,Male,University,Single,33,-2,-14,2582,0
330000,Female,University,Single,29,0,49549,90000,0
60000,Male,Graduate School,Single,29,-1,546,0,1
50000,Female,High School,Single,26,0,9935,1234,0
200000,Male,University,Married,38,0,152856,6000,0
120000,Male,Graduate School,Single,34,1,1278,0,0
160000,Female,Graduate School,Married,37,-1,316,316,0
110000,Male,University,Married,57,0,46132,2306,0
70000,Female,High School,Married,50,-2,27345,1041,0
150000,Female,High School,Single,28,0,101593,4000,0
610000,Female,Graduate School,Single,31,0,142764,6540,0
110000,Female,Graduate School,Single,25,0,92849,4346,0
80000,Female,University,Single,25,2,17330,3000,1
170000,Female,University,Married,33,0,109863,4380,0
110000,Female,Graduate School,Single,30,-1,1064,2007,0
140000,Female,Graduate School,Married,51,0,56764,2115,0
70000,Male,Graduate School,Single,51,0,43048,3000,0
260000,Female,University,Married,46,-2,29484,10000,0
170000,Male,High School,Single,38,0,21310,2000,0
50000,Female,University,Married,34,0,10821,1221,0
300000,Female,High School,Married,34,0,280823,11000,1
150000,Female,Graduate School,Single,31,2,390,390,1
50000,Female,University,Single,25,8,37647,0,1
50000,Female,University,Married,26,1,0,0,0
90000,Female,Graduate School,Single,25,2,84710,4000,0
50000,Male,University,Single,26,0,48036,2100,1
500000,Female,University,Single,43,-1,43346,4006,0
470000,Female,University,Married,36,-1,873,1005,0
230000,Male,University,Single,58,0,110163,5600,0
140000,Female,University,Single,26,0,4113,2000,0
230000,Female,University,Married,30,2,9636,1222,1
420000,Female,University,Single,31,0,25103,1509,0
30000,Female,University,Single,24,0,31319,1564,0
50000,Female,University,Single,52,1,43343,1300,1
140000,Female,University,Single,24,-1,197,0,0
260000,Female,University,Married,35,-1,7967,67650,0
90000,Female,High School,Single,29,-1,19450,0,0
240000,Female,University,Married,33,0,240878,10000,0
510000,Female,Graduate School,Single,35,-1,2115,1117,0
110000,Female,University,Married,35,0,81665,2460,0
210000,Female,Graduate School,Single,28,-1,11442,3738,0
220000,Male,University,Married,40,-1,158,0,0
200000,Female,Graduate School,Married,35,-2,2257,4266,0
360000,Female,University,Single,53,-1,10733,15206,0
260000,Male,Graduate School,Single,44,-1,316,316,0
20000,Male,University,Married,33,0,11026,1174,0
120000,Female,University,Married,32,0,113869,5498,0
50000,Female,Graduate School,Single,33,-1,7363,39,0
60000,Female,Graduate School,Single,26,1,29649,0,0
200000,Male,Graduate School,Single,26,-2,12716,16244,0
20000,Male,University,Single,26,-1,1438,1261,0
50000,Female,Graduate School,Married,32,2,47858,2500,1
50000,Female,University,Single,31,1,0,0,0
230000,Male,Graduate School,Single,29,0,40732,5000,0
50000,Male,University,Married,27,-1,819,2184,0
100000,Female,Graduate School,Single,28,2,79580,3790,1
210000,Female,Graduate School,Married,42,1,0,0,1
230000,Female,University,Married,32,0,87764,2630,1
500000,Female,Graduate School,Single,26,1,31421,22157,0
370000,Female,Graduate School,Single,38,-1,929,328,0
230000,Female,Graduate School,Married,35,-1,2648,200,0
80000,Male,University,Single,29,0,11894,1284,0
60000,Female,University,Single,29,-1,55064,5000,0
30000,Female,University,Single,51,1,25382,1800,0
70000,Male,Graduate School,Single,27,1,-54,600,0
410000,Male,Graduate School,Single,32,-1,5335,5400,0
280000,Female,High School,Married,40,1,-288,0,0
50000,Female,Graduate School,Married,34,0,46750,2320,0
100000,Female,University,Married,30,0,97062,2800,0
230000,Female,Graduate School,Single,29,-2,0,0,0
50000,Female,Graduate School,Single,22,0,13801,1372,0
100000,Female,Graduate School,Single,48,2,15355,3164,0
210000,Female,University,Married,35,0,37148,2000,0
400000,Male,Graduate School,Single,37,-1,385,13032,0
20000,Male,University,Single,25,4,20610,0,1
50000,Female,High School,Married,44,-1,2000,780,0
230000,Female,Graduate School,Single,28,-1,6666,6666,0
220000,Male,University,Single,29,0,31037,3050,0
300000,Female,Graduate School,Married,36,0,25239,1713,0
80000,Female,University,Single,23,1,998,6861,0
20000,Female,High School,Single,36,0,16754,2400,1
190000,Female,Graduate School,Single,26,0,31061,1750,0
160000,Female,University,Others,37,0,2694,35888,0
120000,Female,Graduate School,Others,44,0,70096,8100,0
700000,Female,Graduate School,Married,39,0,99259,5000,0
140000,Female,Graduate School,Single,24,1,0,0,0
300000,Female,High School,Married,29,-1,24921,2000,0
120000,Male,High School,Married,33,1,66055,3000,1
280000,Female,University,Married,39,0,213738,20300,0
70000,Male,High School,Married,51,2,54968,0,1
20000,Female,High School,Single,24,-1,4101,507,0
150000,Female,University,Married,45,-1,2605,2605,0
60000,Male,Graduate School,Single,30,0,15380,4147,0
200000,Female,High School,Others,51,-1,780,0,0
50000,Female,University,Single,24,1,48861,2000,1
150000,Male,University,Married,50,-1,55336,5085,0
20000,Female,Graduate School,Single,22,0,20243,1410,0
40000,Male,Graduate School,Single,27,0,11058,2000,1
170000,Female,University,Single,33,1,0,7042,0
50000,Female,University,Married,24,1,27087,0,0
10000,Male,University,Single,37,0,8755,1167,0
200000,Female,University,Married,58,-1,3035,199646,0
50000,Female,University,Married,48,0,20944,2360,0
320000,Male,Graduate School,Single,28,-1,2007,2000,0
20000,Female,High School,Married,24,8,24310,0,0
470000,Female,University,Married,27,0,152478,3001,1
230000,Female,High School,Single,30,-1,550,0,0
20000,Female,Graduate School,Single,23,0,17246,2000,0
30000,Female,High School,Single,53,-1,1598,2487,1
80000,Female,University,Single,23,2,22895,1600,0
110000,Female,University,Married,55,0,15069,1600,0
420000,Male,University,Married,34,0,88948,30000,0
500000,Male,Graduate School,Married,43,1,0,0,1
80000,Female,University,Single,22,1,79318,2000,0
350000,Female,University,Married,31,0,67648,3039,0
30000,Female,University,Married,32,-2,0,0,0
110000,Female,University,Single,33,1,0,0,1
500000,Male,High School,Married,39,0,315201,25000,0
490000,Female,Graduate School,Married,38,-1,4290,4738,0
300000,Female,University,Married,34,-2,205064,0,0
50000,Male,University,Others,42,2,47647,3700,1
150000,Male,High School,Married,37,4,151117,6500,1
80000,Female,High School,Married,57,-1,726,0,0
40000,Female,University,Single,23,0,20035,2000,0
30000,Male,University,Single,32,1,29095,2500,0
50000,Male,Graduate School,Married,37,0,30400,500,0
140000,Female,University,Single,23,0,44733,2100,0
50000,Female,High School,Single,49,0,4987,2000,0
30000,Female,University,Single,25,-2,26957,1333,0
40000,Female,Graduate School,Single,29,0,26461,3400,1
100000,Female,High School,Married,43,2,50485,2200,1
130000,Male,University,Single,29,0,131041,7000,0
20000,Female,University,Single,27,0,20218,1482,0
50000,Male,Graduate School,Single,26,-2,0,0,0
260000,Male,Graduate School,Married,41,-2,1086,3552,0
30000,Female,High School,Single,52,2,2450,0,1
10000,Female,University,Married,31,0,15915,2330,0
200000,Male,Graduate School,Single,32,0,43515,1739,0
30000,Female,University,Married,46,0,28234,1484,0
180000,Female,University,Single,35,0,119333,6000,0
100000,Male,Graduate School,Single,35,0,29109,0,0
140000,Female,University,Married,39,0,105192,3000,0
290000,Female,University,Single,34,0,310403,12012,0
20000,Female,University,Others,52,0,14591,1265,0
